Timestamp,Episode,Duration,Reward,Reason
13:35:51,1,42.50,-2885.962,WallCollision
13:37:44,2,162.12,-5419.359,WallCollision
13:37:57,1,225.59,-9033.083,WallCollision
13:38:19,1,259.12,-9015.488,WallCollision
13:39:03,1,320.82,-10975.76,WallCollision
13:39:23,1,352.27,-12234.13,WallCollision
13:39:36,1,366.22,-10320.68,Success
13:39:38,2,143.39,-3178.126,WallCollision
13:39:40,1,371.33,-10493.04,Success
13:39:40,1,371.47,-10229.22,Success
13:39:40,2,112.79,-2301.185,WallCollision
13:39:41,1,374.31,-10990.08,Success
13:39:50,1,388.68,-9981.598,Success
13:39:53,1,392.18,-11531.31,Success
13:39:53,1,392.28,-10923.06,Success
13:39:55,1,395.30,-12469.82,Success
13:40:02,1,220.01,-7159.168,WallCollision
13:40:04,1,409.75,-11247.17,Success
13:40:05,1,410.29,-10949.38,Success
13:40:06,1,411.65,-11350.77,Success
13:40:08,2,63.34,-1100.926,WallCollision
13:40:09,1,416.03,-10884.97,Success
13:40:12,1,421.35,-11654.84,Success
13:40:12,1,421.33,-11764.37,Success
13:40:16,3,56.26,-742.7584,WallCollision
13:40:16,1,427.72,-12343.2,Success
13:40:23,1,438.46,-11509.44,Success
13:40:30,1,443.61,-13690.08,Success
13:40:37,2,59.14,-991.8333,WallCollision
13:40:46,1,467.60,-11866.82,Success
13:40:47,2,95.76,-1846.207,WallCollision
13:40:52,2,67.88,-1043.581,WallCollision
13:40:57,2,74.76,-1199.284,WallCollision
13:41:04,2,74.80,-1036.424,WallCollision
13:41:07,3,296.90,-4239.437,Success
13:41:07,2,85.74,-1550.252,WallCollision
13:41:12,3,93.80,-1313.885,WallCollision
13:41:16,2,104.61,-1298.039,WallCollision
13:41:19,2,75.96,-1029.733,WallCollision
13:41:19,2,81.08,-1059.18,WallCollision
13:41:29,2,60.24,-947.1566,WallCollision
13:41:33,3,64.76,-820.6202,WallCollision
13:41:34,2,143.43,-1928.282,WallCollision
13:41:38,2,75.82,-1294.137,WallCollision
