Timestamp,Episode,Duration,Reward,Reason
15:31:17,1,25.78,-1823.017,WallCollision
15:33:51,1,258.68,-11531,WallCollision
15:33:59,1,265.39,-8879.323,WallCollision
15:34:09,1,282.36,-10517.38,WallCollision
15:34:19,1,297.62,-10280.02,WallCollision
15:34:22,1,303.09,-9849.598,WallCollision
15:34:25,1,307.21,-10076.58,WallCollision
15:34:26,1,309.25,-11311.21,WallCollision
15:34:31,1,316.12,-8824.854,WallCollision
15:34:35,1,323.44,-11385.55,WallCollision
15:34:54,1,347.49,-11015.69,WallCollision
15:34:55,1,348.67,-10164.82,WallCollision
15:35:02,1,360.22,-10764.92,WallCollision
15:35:07,1,367.16,-14466.07,WallCollision
15:35:11,1,374.09,-10589.76,WallCollision
15:35:16,1,381.59,-12504.6,WallCollision
15:35:27,2,133.51,-2252.857,WallCollision
15:35:34,1,411.31,-9995.282,WallCollision
15:35:38,2,158.86,-2324.688,WallCollision
15:35:58,1,442.68,-12188.88,WallCollision
15:36:10,2,144.79,-2398.106,WallCollision
15:36:10,2,159.08,-3285.694,WallCollision
15:36:11,1,462.90,-11367.12,Success
15:36:14,1,467.46,-14307.59,Success
15:36:14,2,185.26,-3786.362,WallCollision
15:36:15,2,145.69,-2666.892,WallCollision
15:36:16,1,470.84,-12151.83,Success
15:36:16,1,471.20,-12889.12,Success
15:36:26,1,486.95,-14368.08,Success
15:36:29,2,144.41,-2246.938,WallCollision
15:36:33,2,188.80,-3105.847,WallCollision
15:36:35,2,120.13,-2263.581,WallCollision
15:36:39,1,273.75,-7175.962,WallCollision
15:36:39,2,210.13,-4418.852,WallCollision
15:36:40,2,148.47,-2545.874,WallCollision
15:36:43,2,488.05,-11867.72,Success
15:37:08,3,149.04,-1937.327,WallCollision
15:37:18,2,189.28,-2577.839,WallCollision
15:37:25,3,113.47,-1723.165,WallCollision
15:37:25,2,132.33,-1356.459,WallCollision
15:37:33,3,117.71,-1085.019,WallCollision
15:37:39,2,133.17,-1591.979,WallCollision
15:38:04,2,144.15,-1434.544,WallCollision
15:38:08,3,219.07,-7587.226,WallCollision
15:38:09,2,271.19,-2940.671,WallCollision
15:38:10,2,291.80,-2491.477,Success
15:38:12,2,336.73,-4770.981,Success
15:38:24,4,75.10,-1105.152,WallCollision
15:38:32,3,205.35,-1964.626,WallCollision
15:38:33,3,78.30,-918.5524,WallCollision
15:38:33,3,166.92,-1645.25,WallCollision
15:38:40,3,183.82,-1773.208,WallCollision
15:38:47,2,219.05,-2255.684,WallCollision
15:38:53,3,136.93,-1260.217,WallCollision
15:38:57,2,235.51,-9937.158,WallCollision
15:38:58,2,297.30,-2769.073,WallCollision
15:39:09,3,228.05,-1818.628,Success
15:39:13,3,239.99,-2346.551,Success
15:39:15,1,373.59,-6421.192,WallCollision
15:39:18,3,233.29,-1945.724,WallCollision
15:39:22,3,171.20,-1282.821,WallCollision
15:39:27,3,114.03,-1031.326,WallCollision
15:39:30,2,140.33,-2480.105,WallCollision
15:39:32,3,300.35,-2087.077,Success
15:39:37,3,139.75,-1582.927,WallCollision
