Timestamp,Episode,Duration,Reward,Reason
17:26:09,1,17.30,-1286.381,WallCollision
17:26:14,1,25.08,-1803.939,WallCollision
17:26:17,1,29.88,-2095.176,WallCollision
17:26:38,2,36.24,-2491.302,WallCollision
17:30:20,1,380.27,-10682.02,Success
17:30:33,1,398.82,-9513.097,Success
17:30:49,1,424.75,-10799.57,Success
17:30:51,1,427.08,-11483.38,Success
17:30:51,2,409.43,-10296.39,Success
17:30:55,3,371.45,-8395.105,Success
17:30:56,1,434.20,-11385.87,Success
17:31:03,1,438.02,-11164.8,Success
17:31:05,1,441.24,-10494.09,Success
17:31:06,1,443.27,-12901.2,Success
17:31:08,1,447.39,-9913.776,Success
17:31:09,1,448.49,-10763.47,Success
17:31:10,1,449.07,-11078.87,Success
17:31:10,1,450.01,-11367.96,Success
17:31:12,1,453.01,-11358.89,Success
17:31:15,1,456.47,-12022.38,Success
17:31:18,1,462.34,-12209.6,Success
17:31:20,1,464.42,-12354.35,Success
17:31:21,1,466.52,-13042.77,Success
17:31:22,2,437.08,-10733.96,Success
17:31:27,1,474.88,-10666.55,Success
17:31:29,1,478.70,-11675.41,Success
17:32:07,1,529.09,-11401.47,Success
17:33:17,2,203.97,-2119.238,Success
17:33:20,2,255.42,-2582.621,Success
17:33:28,2,214.23,-1572.918,Success
17:33:35,2,192.32,-1797.428,Success
17:33:44,2,272.65,-3490.336,Success
17:33:49,2,236.65,-2247.354,Success
17:33:53,2,228.47,-1816.482,Success
17:33:54,2,211.73,-1846.977,Success
17:33:54,2,239.37,-2262.461,Success
17:33:57,2,252.40,-1960.701,Success
17:34:06,2,272.83,-2897.149,Success
17:34:06,2,249.26,-2039.551,Success
17:34:09,2,238.13,-2401.266,Success
17:34:11,2,255.78,-2079.707,Success
17:34:16,2,260.32,-2010.126,Success
17:34:24,1,368.76,-6409.457,Success
17:34:30,2,271.87,-2203.826,Success
17:34:51,2,316.60,-2515.964,Success
17:34:52,3,340.43,-2974.046,Success
17:34:56,2,331.94,-3355.235,Success
17:35:33,1,439.22,-9177.604,Success
17:35:33,2,296.78,-2446.318,Success
17:35:43,3,208.51,-1238.746,Success
17:35:57,3,175.68,-607.9814,Success
17:36:11,3,172.30,-660.7712,Success
17:36:18,3,201.83,-897.5059,Success
17:36:27,3,266.41,-1533.457,Success
17:36:28,3,254.62,-1387.781,Success
17:36:41,3,262.45,-1457.467,Success
17:36:46,2,449.91,-3819.911,Success
17:36:47,3,245.62,-1521.339,Success
17:36:48,3,261.06,-1581.41,Success
17:37:00,3,234.67,-854.6839,Success
17:37:05,3,258.46,-1550.294,Success
17:37:11,3,259.62,-1278.834,Success
17:37:11,3,491.37,-3734.767,Success
17:37:27,3,285.68,-1507.695,Success
17:37:29,3,307.59,-1855.886,Success
17:37:30,3,284.22,-1477.667,Success
17:37:38,3,232.63,-1023.547,Success
17:37:40,3,267.93,-1360.424,Success
17:37:56,4,256.00,-1189.853,Success
17:38:02,4,600.00,-4836.216,Timeout
17:38:12,4,137.91,-362.4096,Success
17:38:35,4,115.31,-111.5892,Success
17:38:51,4,147.11,-456.8159,Success
17:38:59,4,149.40,-306.8491,Success
17:39:22,3,360.64,-1736.541,Success
17:39:24,3,208.75,-698.0838,Success
17:39:33,4,312.21,-1558.918,Success
17:39:35,4,251.56,-953.9661,Success
17:39:45,3,344.27,-1501.767,Success
17:39:46,5,139.03,-16.88812,Success
17:39:47,4,186.84,-386.1782,Success
17:39:48,4,243.80,-884.7288,Success
17:39:50,4,245.52,-882.4794,Success
17:39:51,4,301.65,-1439.223,Success
17:39:53,4,179.08,-505.6107,Success
17:40:14,5,182.00,-474.2723,Success
17:40:17,5,105.55,274.3722,Success
17:40:21,4,356.72,-1438.531,Success
17:40:24,4,301.29,-1262.148,Success
17:40:24,5,183.04,-561.6503,Success
17:40:28,4,241.53,-803.3384,Success
17:40:31,4,344.05,-1460.985,Success
17:40:33,4,235.95,-842.4753,Success
17:40:35,4,289.92,-1006.301,Success
17:40:38,4,259.36,-966.6664,Success
17:40:45,2,268.01,-1139.112,Success
17:40:49,2,237.89,-1158.161,Success
17:41:09,5,194.16,-717.3357,Success
17:41:20,5,225.99,-621.827,Success
17:41:29,5,94.98,127.6399,Success
17:41:29,4,176.82,-381.4441,Success
17:41:31,5,84.02,366.2846,Success
17:41:47,5,188.76,-469.2963,Success
17:41:48,5,164.78,-298.1735,Success
17:41:51,5,172.00,-433.9064,Success
17:41:57,6,184.02,-415.89,Success
17:42:01,5,183.56,-532.7728,Success
17:42:04,6,155.10,-363.319,Success
17:42:05,5,126.33,-159.048,Success
17:42:18,5,200.13,-584.1638,Success
17:42:21,6,95.90,214.8696,Success
17:42:25,6,168.72,-401.756,Success
17:42:25,6,185.10,-432.2168,Success
17:42:28,4,225.81,-742.3718,Success
17:42:37,5,181.24,-368.7891,Success
17:42:38,5,172.36,-437.3952,Success
17:42:41,4,277.87,-1013.91,Success
17:42:45,6,118.21,-120.8547,Success
17:42:49,5,250.96,-835.5776,Success
17:42:51,6,112.97,-47.1842,Success
17:43:02,6,126.35,-146.9742,Success
17:43:04,5,222.75,-658.0098,Success
17:43:11,5,61.00,877.1015,Success
17:43:11,5,142.35,-236.3855,Success
17:43:11,6,94.66,92.23368,Success
17:43:21,5,230.11,-717.4052,Success
17:43:22,5,312.09,-1032.334,Success
17:43:23,7,25.42,-76.04178,NPCCollision
17:43:27,6,128.13,-251.3159,Success
17:43:27,6,18.14,19.04126,NPCCollision
17:43:27,5,61.42,647.3334,Success
17:43:28,6,133.29,-193.2626,Success
17:43:29,7,109.69,-109.8277,Success
17:43:29,6,108.85,-33.47975,Success
17:43:31,7,124.81,-153.6478,Success
17:43:34,6,103.21,-42.498,Success
17:43:35,6,40.56,534.3365,NPCCollision
